"CurSim","missingprop_autocor","parameters","param_value","param_se","missingness","type","run_no"
0,"full_dataset","ar1",0.42414194010262,0.0305120208568554,NA,"dropNA_simple",NA
0,"full_dataset","intercept",4.40836262273709,0.464977166843228,NA,"dropNA_simple",NA
0,"full_dataset","xreg1",1.53357738348848,0.13026230004771,NA,"dropNA_simple",NA
0,"full_dataset","xreg2",-1.38285995750949,0.128864952454918,NA,"dropNA_simple",NA
0,"full_dataset","sigma",0.584741950087314,NA,NA,"dropNA_simple",NA
0,"full_dataset","ar1",0.415555106760952,0.030786642074941,NA,"dropNA_complete",NA
0,"full_dataset","intercept",4.4670627221253,0.465015064583741,NA,"dropNA_complete",NA
0,"full_dataset","xreg1",1.54040580715573,0.131130461006978,NA,"dropNA_complete",NA
0,"full_dataset","xreg2",-1.3970429205018,0.128774618521743,NA,"dropNA_complete",NA
0,"full_dataset","sigma",0.58295971413173,NA,NA,"dropNA_complete",NA
0,"full_dataset","ar1",0.424779906722808,0.0307080795680995,NA,"Kalman Filter",NA
0,"full_dataset","intercept",4.42101167418659,0.462233861567495,NA,"Kalman Filter",NA
0,"full_dataset","xreg1",1.55419599605512,0.129747457381637,NA,"Kalman Filter",NA
0,"full_dataset","xreg2",-1.39040654320984,0.128146225506083,NA,"Kalman Filter",NA
0,"full_dataset","sigma",0.583979229771498,NA,NA,"Kalman Filter",NA
0,"full_dataset","intercept",0.410382376326345,0.0339308100736836,NA,"Multiple Imputations",NA
0,"full_dataset","xreg1",4.4404241918375,0.451790973405452,NA,"Multiple Imputations",NA
0,"full_dataset","xreg2",1.57559016511631,0.129679191339606,NA,"Multiple Imputations",NA
0,"full_dataset","phi",-1.39924216432041,0.125243237296665,NA,"Multiple Imputations",NA
0,"full_dataset","sigma",0.592812568901603,NA,NA,"Multiple Imputations",NA
