"CurSim","missingprop_autocor","parameters","param_value","param_se","missingness","type","run_no"
6,"propMissAct_0.25_autoCorr_0.79","ar1",0.840756085145298,0.0235720442401972,"MAR","dropNA_simple",6
6,"propMissAct_0.25_autoCorr_0.79","intercept",-0.272605486046558,0.159107561391192,"MAR","dropNA_simple",6
6,"propMissAct_0.25_autoCorr_0.79","xreg1",0.914237881183904,0.138224427555794,"MAR","dropNA_simple",6
6,"propMissAct_0.25_autoCorr_0.79","xreg2",-0.598064736075092,0.0601529791976486,"MAR","dropNA_simple",6
6,"propMissAct_0.25_autoCorr_0.79","sigma",0.259767870598917,NA,"MAR","dropNA_simple",6
6,"propMissAct_0.42_autoCorr_0.75","ar1",0.826447182315275,0.0282429024611884,"MAR","dropNA_simple",6
6,"propMissAct_0.42_autoCorr_0.75","intercept",-0.260349840804572,0.172018725721532,"MAR","dropNA_simple",6
6,"propMissAct_0.42_autoCorr_0.75","xreg1",0.882483416955719,0.177499838066873,"MAR","dropNA_simple",6
6,"propMissAct_0.42_autoCorr_0.75","xreg2",-0.554859731739799,0.0663996342980362,"MAR","dropNA_simple",6
6,"propMissAct_0.42_autoCorr_0.75","sigma",0.269523862610266,NA,"MAR","dropNA_simple",6
6,"propMissAct_0.62_autoCorr_0.74","ar1",0.82479771624617,0.0350000183986637,"MAR","dropNA_simple",6
6,"propMissAct_0.62_autoCorr_0.74","intercept",-0.281402395113476,0.214464623651459,"MAR","dropNA_simple",6
6,"propMissAct_0.62_autoCorr_0.74","xreg1",0.940144987689284,0.216641917257342,"MAR","dropNA_simple",6
6,"propMissAct_0.62_autoCorr_0.74","xreg2",-0.540924848123887,0.0888636105742935,"MAR","dropNA_simple",6
6,"propMissAct_0.62_autoCorr_0.74","sigma",0.273573408828192,NA,"MAR","dropNA_simple",6
6,"propMissAct_0.25_autoCorr_0.79","ar1",0.820030815494886,0.026001423735466,"MAR","dropNA_complete",6
6,"propMissAct_0.25_autoCorr_0.79","intercept",-0.238226711817366,0.152342311178349,"MAR","dropNA_complete",6
6,"propMissAct_0.25_autoCorr_0.79","xreg1",0.921316686487501,0.147181693679881,"MAR","dropNA_complete",6
6,"propMissAct_0.25_autoCorr_0.79","xreg2",-0.571117221789914,0.0611992291072272,"MAR","dropNA_complete",6
6,"propMissAct_0.25_autoCorr_0.79","sigma",0.264699403536571,NA,"MAR","dropNA_complete",6
6,"propMissAct_0.42_autoCorr_0.75","ar1",0.835999438305284,0.0296483576768536,"MAR","dropNA_complete",6
6,"propMissAct_0.42_autoCorr_0.75","intercept",-0.384101590327887,0.183644221447903,"MAR","dropNA_complete",6
6,"propMissAct_0.42_autoCorr_0.75","xreg1",0.9114486340704,0.181206998672215,"MAR","dropNA_complete",6
6,"propMissAct_0.42_autoCorr_0.75","xreg2",-0.649953107568098,0.0751146002519537,"MAR","dropNA_complete",6
6,"propMissAct_0.42_autoCorr_0.75","sigma",0.250034255096096,NA,"MAR","dropNA_complete",6
6,"propMissAct_0.62_autoCorr_0.74","ar1",0.75040166752612,0.0456781503265259,"MAR","dropNA_complete",6
6,"propMissAct_0.62_autoCorr_0.74","intercept",-0.387061917163371,0.224783761740232,"MAR","dropNA_complete",6
6,"propMissAct_0.62_autoCorr_0.74","xreg1",1.03614031671129,0.282534794013493,"MAR","dropNA_complete",6
6,"propMissAct_0.62_autoCorr_0.74","xreg2",-0.601550494696852,0.113183899244286,"MAR","dropNA_complete",6
6,"propMissAct_0.62_autoCorr_0.74","sigma",0.357068141080367,NA,"MAR","dropNA_complete",6
6,"propMissAct_0.25_autoCorr_0.79","ar1",0.877615776109816,0.0208162279758024,"MAR","Kalman Filter",6
6,"propMissAct_0.25_autoCorr_0.79","intercept",-0.303433941672608,0.17336176976586,"MAR","Kalman Filter",6
6,"propMissAct_0.25_autoCorr_0.79","xreg1",0.851951831741415,0.136458240429952,"MAR","Kalman Filter",6
6,"propMissAct_0.25_autoCorr_0.79","xreg2",-0.589766308498599,0.0630188385857352,"MAR","Kalman Filter",6
6,"propMissAct_0.25_autoCorr_0.79","sigma",0.246302151496049,NA,"MAR","Kalman Filter",6
6,"propMissAct_0.42_autoCorr_0.75","ar1",0.891768761605502,0.0208624602350861,"MAR","Kalman Filter",6
6,"propMissAct_0.42_autoCorr_0.75","intercept",-0.173064671491765,0.192028967177988,"MAR","Kalman Filter",6
6,"propMissAct_0.42_autoCorr_0.75","xreg1",0.68470923892609,0.16431919284913,"MAR","Kalman Filter",6
6,"propMissAct_0.42_autoCorr_0.75","xreg2",-0.611085553152773,0.0691921559434337,"MAR","Kalman Filter",6
6,"propMissAct_0.42_autoCorr_0.75","sigma",0.220534689154412,NA,"MAR","Kalman Filter",6
6,"propMissAct_0.62_autoCorr_0.74","ar1",0.877286311019767,0.0261095570392559,"MAR","Kalman Filter",6
6,"propMissAct_0.62_autoCorr_0.74","intercept",-0.300624171868876,0.202970592584954,"MAR","Kalman Filter",6
6,"propMissAct_0.62_autoCorr_0.74","xreg1",0.957944958000661,0.211028492589899,"MAR","Kalman Filter",6
6,"propMissAct_0.62_autoCorr_0.74","xreg2",-0.58392649056994,0.0924283663632533,"MAR","Kalman Filter",6
6,"propMissAct_0.62_autoCorr_0.74","sigma",0.231425889920674,NA,"MAR","Kalman Filter",6
6,"propMissAct_0.25_autoCorr_0.79","intercept",0.599601535285003,0.034773371526452,"MAR","Multiple Imputations",6
6,"propMissAct_0.25_autoCorr_0.79","xreg1",-0.27978588019179,0.155752336234816,"MAR","Multiple Imputations",6
6,"propMissAct_0.25_autoCorr_0.79","xreg2",1.37020526531507,0.251730069365511,"MAR","Multiple Imputations",6
6,"propMissAct_0.25_autoCorr_0.79","phi",-0.380562490317326,0.102304329164076,"MAR","Multiple Imputations",6
6,"propMissAct_0.25_autoCorr_0.79","sigma",0.54699206105504,NA,"MAR","Multiple Imputations",6
6,"propMissAct_0.42_autoCorr_0.75","intercept",0.470432393960886,0.06079261209567,"MAR","Multiple Imputations",6
6,"propMissAct_0.42_autoCorr_0.75","xreg1",-0.439777870903828,0.143158198874745,"MAR","Multiple Imputations",6
6,"propMissAct_0.42_autoCorr_0.75","xreg2",2.00334104774629,0.327598437264114,"MAR","Multiple Imputations",6
6,"propMissAct_0.42_autoCorr_0.75","phi",-0.234030912854073,0.11490843304419,"MAR","Multiple Imputations",6
6,"propMissAct_0.42_autoCorr_0.75","sigma",0.572431785705311,NA,"MAR","Multiple Imputations",6
6,"propMissAct_0.62_autoCorr_0.74","intercept",0.283781788784716,0.0395190818189401,"MAR","Multiple Imputations",6
6,"propMissAct_0.62_autoCorr_0.74","xreg1",-0.694146114217246,0.158920250427257,"MAR","Multiple Imputations",6
6,"propMissAct_0.62_autoCorr_0.74","xreg2",2.6510130795378,0.227154258186756,"MAR","Multiple Imputations",6
6,"propMissAct_0.62_autoCorr_0.74","phi",-0.179559714802543,0.102846991223214,"MAR","Multiple Imputations",6
6,"propMissAct_0.62_autoCorr_0.74","sigma",0.632904694645659,NA,"MAR","Multiple Imputations",6
