"CurSim","missingprop_autocor","parameters","param_value","param_se","missingness","type","run_no"
5,"propMissAct_0.25_autoCorr_0.53","ar1",0.828154439198236,0.0245689663051235,"MAR","dropNA_simple",5
5,"propMissAct_0.25_autoCorr_0.53","intercept",-0.241421532926398,0.156532247836375,"MAR","dropNA_simple",5
5,"propMissAct_0.25_autoCorr_0.53","xreg1",0.873168707416118,0.145062784989423,"MAR","dropNA_simple",5
5,"propMissAct_0.25_autoCorr_0.53","xreg2",-0.592282940139318,0.0619485561627371,"MAR","dropNA_simple",5
5,"propMissAct_0.25_autoCorr_0.53","sigma",0.281638415235924,NA,"MAR","dropNA_simple",5
5,"propMissAct_0.45_autoCorr_0.53","ar1",0.798840342636303,0.0312498969616508,"MAR","dropNA_simple",5
5,"propMissAct_0.45_autoCorr_0.53","intercept",-0.306544869972542,0.160544876094767,"MAR","dropNA_simple",5
5,"propMissAct_0.45_autoCorr_0.53","xreg1",1.00355272008004,0.163893499796481,"MAR","dropNA_simple",5
5,"propMissAct_0.45_autoCorr_0.53","xreg2",-0.59170174995769,0.0713282113597769,"MAR","dropNA_simple",5
5,"propMissAct_0.45_autoCorr_0.53","sigma",0.266359173137132,NA,"MAR","dropNA_simple",5
5,"propMissAct_0.6_autoCorr_0.5","ar1",0.858198093375534,0.0300107100144364,"MAR","dropNA_simple",5
5,"propMissAct_0.6_autoCorr_0.5","intercept",-0.415551300614782,0.231424255366437,"MAR","dropNA_simple",5
5,"propMissAct_0.6_autoCorr_0.5","xreg1",1.18228656909662,0.191848449004096,"MAR","dropNA_simple",5
5,"propMissAct_0.6_autoCorr_0.5","xreg2",-0.550800803458368,0.0801999922408244,"MAR","dropNA_simple",5
5,"propMissAct_0.6_autoCorr_0.5","sigma",0.248186936639226,NA,"MAR","dropNA_simple",5
5,"propMissAct_0.25_autoCorr_0.53","ar1",0.812423651343098,0.0272676403801285,"MAR","dropNA_complete",5
5,"propMissAct_0.25_autoCorr_0.53","intercept",-0.192939605497754,0.155398616171592,"MAR","dropNA_complete",5
5,"propMissAct_0.25_autoCorr_0.53","xreg1",0.944185917566177,0.152983351278762,"MAR","dropNA_complete",5
5,"propMissAct_0.25_autoCorr_0.53","xreg2",-0.520578671536964,0.0669130220976397,"MAR","dropNA_complete",5
5,"propMissAct_0.25_autoCorr_0.53","sigma",0.27675542334002,NA,"MAR","dropNA_complete",5
5,"propMissAct_0.45_autoCorr_0.53","ar1",0.763227000427052,0.0382801364265733,"MAR","dropNA_complete",5
5,"propMissAct_0.45_autoCorr_0.53","intercept",0.0386948883470289,0.165540025133337,"MAR","dropNA_complete",5
5,"propMissAct_0.45_autoCorr_0.53","xreg1",0.73893165812193,0.192405739124311,"MAR","dropNA_complete",5
5,"propMissAct_0.45_autoCorr_0.53","xreg2",-0.37676623189447,0.0748951070553801,"MAR","dropNA_complete",5
5,"propMissAct_0.45_autoCorr_0.53","sigma",0.270339039066069,NA,"MAR","dropNA_complete",5
5,"propMissAct_0.6_autoCorr_0.5","ar1",0.823731018039417,0.0401453312333767,"MAR","dropNA_complete",5
5,"propMissAct_0.6_autoCorr_0.5","intercept",-0.304445461930053,0.248541860586284,"MAR","dropNA_complete",5
5,"propMissAct_0.6_autoCorr_0.5","xreg1",1.20653617671114,0.248526747315399,"MAR","dropNA_complete",5
5,"propMissAct_0.6_autoCorr_0.5","xreg2",-0.458255701552688,0.10373784235028,"MAR","dropNA_complete",5
5,"propMissAct_0.6_autoCorr_0.5","sigma",0.273635852484154,NA,"MAR","dropNA_complete",5
5,"propMissAct_0.25_autoCorr_0.53","ar1",0.87099251512932,0.0209783927039773,"MAR","Kalman Filter",5
5,"propMissAct_0.25_autoCorr_0.53","intercept",-0.279602960091147,0.167933387460614,"MAR","Kalman Filter",5
5,"propMissAct_0.25_autoCorr_0.53","xreg1",0.814203571159206,0.142835214530401,"MAR","Kalman Filter",5
5,"propMissAct_0.25_autoCorr_0.53","xreg2",-0.600869237641374,0.0628900668579568,"MAR","Kalman Filter",5
5,"propMissAct_0.25_autoCorr_0.53","sigma",0.253252890216774,NA,"MAR","Kalman Filter",5
5,"propMissAct_0.45_autoCorr_0.53","ar1",0.875865321270639,0.0219543671367005,"MAR","Kalman Filter",5
